0.05	1.0
0.15	1.0
0.25	1.0
0.35	1.0
0.45	1.0
0.55	1.0
0.65	1.0
0.75	1.0
0.85	1.0
0.95	1.0
1.05	1.0
1.15	1.0
1.25	1.0
1.35	1.0
1.45	1.0
1.55	1.0
1.65	1.0
1.75	1.0
1.85	1.0
1.95	1.0
2.05	1.0
2.15	1.0
2.25	1.0
2.35	1.0
2.45	1.0
2.55	1.0
2.65	1.0
2.75	1.0
2.85	1.0
2.95	1.0
3.05	1.0
3.15	1.0
3.25	1.0
3.35	1.0
3.45	1.0
3.55	1.0
3.65	1.0
3.75	1.0
3.85	1.0
3.95	1.0
4.05	1.0
4.15	1.0
4.25	1.0
4.35	1.0
4.45	1.0
4.55	1.0
4.65	1.0
4.75	1.0
4.85	1.0
4.95	1.0
5.05	1.0
5.15	1.0
5.25	1.0
5.35	1.0
5.45	1.0
5.55	1.0
5.65	1.0
5.75	1.0
5.85	1.0
5.95	1.0
6.05	1.0
6.15	1.0
6.25	1.0
6.35	1.0
6.45	1.0
6.55	1.0
6.65	1.0
6.75	1.0
6.85	1.0
6.95	1.0
7.05	1.0
7.15	1.0
7.25	1.0
7.35	1.0
7.45	1.0
7.55	1.0
7.65	1.0
7.75	1.0
7.85	1.0
7.95	1.0
8.05	1.0
8.15	1.0
8.25	1.0
8.35	1.0
8.45	1.0
8.55	1.0
8.65	1.0
8.75	1.0
8.85	1.0
8.95	1.0
9.05	1.0
9.15	1.0
9.25	1.0
9.35	1.0
9.45	1.0
9.55	1.0
9.65	1.0
9.75	1.0
9.85	1.0
9.95	1.0
10.05	1.0
10.15	1.0
10.25	1.0
10.35	1.0
10.45	1.0
10.55	1.0
10.65	1.0
10.75	1.0
10.85	1.0
10.95	1.0
11.05	1.0
11.15	1.0
11.25	1.0
11.35	1.0
11.45	1.0
11.55	1.0
11.65	1.0
11.75	1.0
11.85	1.0
11.95	1.0
12.05	1.0
12.15	1.0
12.25	1.0
12.35	1.0
12.45	1.0
12.55	1.0
12.65	1.0
12.75	1.0
12.85	1.0
12.95	1.0
13.05	1.0
13.15	1.0
13.25	1.0
13.35	1.0
13.45	1.0
13.55	1.0
13.65	1.0
13.75	1.0
13.85	1.0
13.95	1.0
14.05	1.0
14.15	1.0
14.25	1.0
14.35	1.0
14.45	1.0
14.55	1.0
14.65	1.0
14.75	1.0
14.85	1.0
14.95	1.0
15.05	1.0
15.15	1.0
15.25	1.0
15.35	1.0
15.45	1.0
15.55	1.0
15.65	1.0
15.75	1.0
15.85	1.0
15.95	1.0
16.05	1.0
16.15	1.0
16.25	1.0
16.35	1.0
16.45	1.0
16.55	1.0
16.65	1.0
16.75	1.0
16.85	1.0
16.95	1.0
17.05	1.0
17.15	1.0
17.25	1.0
17.35	1.0
17.45	1.0
17.55	1.0
17.65	1.0
17.75	1.0
17.85	1.0
